DTrace trace log for server: DiscServer.EX13Domain.com
[Opened: 2017/11/23 16:54:32]

Windows version: 6.3.9600 (Windows Server 2012 R2)
Time zone: India Standard Time
Time difference to UTC: +5:30

-----

Enabled Trace options

Id    Name                                         Detail     Include Events
99  - runner                                       Verbose    Yes         

-----


Display Filter:
  Include strings:
    EV-
    EV:
    EV~

  No Exclude Strings
-----

Current File Rollover Settings: 100Mb

-----

1	16:55:59.646	 [4200]	(Runner)	<4800>	EV-H	{RuntimeMethodHandle.InvokeMethod} Executing command : elevate msiexec /i "C:\DAServer\Veritas Enterprise Vault Discovery Accelerator Server.msi" /passive SERVICE_DMN="EX13DOMAIN" SERVICE_USR="evsvc" SERVICE_PW="p@ssw0rD" ADDLOCAL="Service,DiscoveryAcceleratorRoot,AdminWeb,Websites,DiscoveryAPI,CustodianManagerWeb,ReportingWebService" DISCOVERY_REPORTING="C:\Program Files (x86)\Enterprise Vault Business Accelerator\DAReporting" INSTALLDIR="C:\Program Files (x86)\Enterprise Vault Business Accelerator" /passive /l*v "C:\DAinstall.log"
211	17:23:26.729	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
212	17:23:26.729	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
213	17:23:26.764	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 9
214	17:23:26.799	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
215	17:23:26.799	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
216	17:23:26.806	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
217	17:23:26.806	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case001
218	17:23:26.868	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case001, Case ID is: 9
219	17:23:26.885	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
220	17:23:26.915	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
221	17:23:26.986	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
222	17:23:27.044	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
223	17:23:27.061	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 10
224	17:23:27.072	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
225	17:23:27.072	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
226	17:23:27.072	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
227	17:23:27.072	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case002
228	17:23:27.087	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case002, Case ID is: 10
229	17:23:27.087	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
230	17:23:27.103	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
231	17:23:27.118	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
232	17:23:27.118	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
233	17:23:27.118	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
234	17:23:40.743	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
235	17:24:16.915	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
236	17:24:28.587	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
237	17:24:30.306	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
238	17:24:30.306	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
239	17:24:30.759	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
240	17:24:30.759	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-7
241	17:24:41.431	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-7, Case ID is: 7
242	17:24:41.431	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
243	17:25:09.665	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
244	17:25:12.166	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
245	17:25:12.166	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
246	17:25:24.337	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 8
247	17:25:26.572	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
248	17:25:26.572	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
249	17:25:27.322	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
250	17:25:27.322	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-8
251	17:25:41.197	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-8, Case ID is: 8
252	17:25:41.197	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
253	17:26:11.244	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
254	17:26:13.384	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
255	17:26:13.400	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
256	17:26:13.400	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
257	17:26:25.494	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
258	17:26:52.369	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
259	17:27:03.322	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
260	17:27:05.759	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
261	17:27:05.759	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
262	17:27:06.384	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
263	17:27:06.384	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-5
264	17:27:18.291	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-5, Case ID is: 5
265	17:27:18.291	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
266	17:27:46.603	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
267	17:27:49.025	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
268	17:27:49.025	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
269	17:28:00.588	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 6
270	17:28:03.103	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
271	17:28:03.103	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
272	17:28:03.885	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
273	17:28:03.885	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-6
274	17:28:17.010	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-6, Case ID is: 6
275	17:28:17.010	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
276	17:28:44.307	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
277	17:28:46.588	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
278	17:28:46.603	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
279	17:28:46.603	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
280	17:28:59.682	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
281	17:29:43.963	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
282	17:29:56.166	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
283	17:29:58.369	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
284	17:29:58.369	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
285	17:29:58.947	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
286	17:29:58.947	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-11
287	17:30:10.229	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-11, Case ID is: 7
288	17:30:10.229	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
289	17:30:48.197	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
290	17:30:50.447	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
291	17:30:50.463	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
292	17:31:02.385	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 8
293	17:31:04.869	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
294	17:31:04.869	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
295	17:31:05.307	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
296	17:31:05.307	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-12
297	17:31:17.416	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-12, Case ID is: 8
298	17:31:17.416	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
299	17:31:55.573	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
300	17:31:57.557	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
301	17:31:57.557	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
302	17:31:57.557	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
303	17:32:08.870	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
304	17:32:53.276	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
305	17:33:06.448	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
306	17:33:09.151	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
307	17:33:09.151	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
308	17:33:09.620	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
309	17:33:09.620	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-9
310	17:33:22.198	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-9, Case ID is: 5
311	17:33:22.198	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
312	17:34:01.323	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
313	17:34:03.620	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
314	17:34:03.620	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
315	17:34:15.135	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 6
316	17:34:17.495	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
317	17:34:17.495	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
318	17:34:18.307	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
319	17:34:18.307	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-10
320	17:34:30.088	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-10, Case ID is: 6
321	17:34:30.088	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
322	17:35:07.120	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
323	17:35:09.151	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
324	17:35:09.182	 [1748]	(Runner)	<2740>	EV:L	{CleanupSockets}
325	17:35:09.182	 [1748]	(Runner)	<2740>	EV~I	DirectoryConnection: Function call: CVersionUpdate::~CVersionUpdate |
